id,name,email,phone,website,address,city,state,zip_code,country,description,capacity,music_focus,venue_type,booking_notes,instagram_handle,facebook_url,is_verified,created_at,updated_at
2a266472-f2e1-4780-87af-fbc10af29c60,The Orange Peel,info@theorangepeel.net,828-398-1837,https://theorangepeel.net,101 Biltmore Avenue,Asheville,NC,28801,USA,"Named one of top 5 rock clubs in nation by Rolling Stone, premier Asheville music venue since reopening in 2002.",1050,"[""Rock"",""Indie"",""Hip-Hop"",""Electronic"",""Bluegrass""]",venue,National Booking: AC Entertainment - info@acentertainment.com,@the_orange_peel,https://www.facebook.com/TheOrangePeelAsheville,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
8c723225-9a65-40c3-8e35-7c241bfb7bf2,Grey Eagle,null,828-232-5800,https://www.thegreyeagle.com,185 Clingman Avenue,Asheville,NC,28801,USA,"Asheville's longest-running all-ages venue in River Arts District, features roomy outdoor patio.",550,"[""Bluegrass"",""Folk"",""Rock"",""Americana"",""Jazz""]",venue,250 seated / 550 SRO capacity,@thegreyeagle,https://facebook.com/greyeagleasheville,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
3889461d-5d3f-4d1c-ba6a-9409b4832e92,Highland Brewing Company,null,828-299-3370,https://highlandbrewing.com,"12 Old Charlotte Highway, Suite 200",Asheville,NC,28803,USA,"Asheville's original craft brewery with indoor/outdoor stages, live music 5x per week.",450,"[""Rock"",""Bluegrass"",""Folk"",""Americana""]",brewery,Features 2 stages - indoor and outdoor meadow. Space for thousands of visitors.,null,https://www.facebook.com/HighlandBrewingCompany,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
dc9efb80-a6ea-421e-8d19-859969f21f5c,Avalon Pier,null,null,https://avalonpier.com,null,Kill Devil Hills,NC,27948,USA,"Outer Banks pier offering live music on select evenings, serving vacationers for over 60 years.",300,"[""Rock"",""Country"",""Beach Music"",""Blues""]",other,null,null,https://www.facebook.com/avalonpier,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
731b57f6-787f-490f-9045-735270cf3168,Salvage Station,null,828-407-0521,https://salvagestation.com,466 Riverside Drive,Asheville,NC,28801,USA,Outdoor music venue in River Arts District. Currently closed due to Hurricane Helene damage and I-26 connector project.,500,"[""Rock"",""Bluegrass"",""Jam Bands"",""Folk""]",venue,Venue currently closed. Contact for future booking information.,null,https://www.facebook.com/SalvageStation,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
736a596a-19d3-46da-a3db-7c4732dd6d2e,Wortham Center for the Performing Arts,info@worthamarts.org,828-257-4530,https://www.worthamarts.org,18 Biltmore Avenue,Asheville,NC,28801,USA,"Three-venue complex in Pack Square: Diana Wortham Theatre, Tina McGuire Theatre, Henry LaBrun Studio.",500,"[""Classical"",""Jazz"",""World"",""Folk""]",other,null,null,https://www.facebook.com/worthamarts,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
fd7ca5c1-21dd-4233-8b7f-aedba4085054,Eulogy at Burial Beer,info@eulogyavl.com,null,https://eulogyavl.com,10 Buxton Avenue,Asheville,NC,28801,USA,"Mid-sized live music venue by Burial Beer Co., full bar with cocktails, beer, wine, non-alcoholic options.",400,"[""Rock"",""Indie"",""Electronic"",""Hip-Hop""]",venue,null,@eulogyavl,https://www.facebook.com/eulogyavl,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
b2bd3a38-fd1c-491b-bd70-bdb92261750e,The Orange Peel,booking@theorangepeel.net,828-225-5851,https://www.theorangepeel.net,null,Asheville,NC,null,US,Legendary Asheville music venue that has hosted countless national acts. Known for its intimate setting and excellent sound quality.,1050,"[""rock"",""indie"",""alternative"",""jam band"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
fcfc65b7-8cfd-4f1a-a16c-b1073a386e97,Steel String Brewery,info@steelstringbrewery.com,919-240-7215,https://www.steelstringbrewery.com,null,Carrboro,NC,null,US,Craft brewery with regular live music performances.,125,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
b6e10b6b-21b0-48a5-afff-e87933eaa09f,Bond Bros.,events@bondbrothersbeer.com,919-342-2739,https://www.bondbrothersbeer.com,null,Cary,NC,null,US,Original Bond Brothers location with live music and food trucks.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
68c132da-8970-4a5d-a1b6-9ae7ad00fd89,Bond Brothers Eastside,events@bondbrothersbeer.com,919-342-2739,https://www.bondbrothersbeer.com,null,Cary,NC,null,US,Eastside location of Bond Brothers featuring live music and events.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
91e31189-89a4-4035-8357-4bef95a15455,Fortnight Brewing,info@fortnightbrewing.com,919-373-1161,https://www.fortnightbrewing.com,null,Cary,NC,null,US,Craft brewery with outdoor space hosting live music.,150,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
e999ab41-a22f-467d-a4d4-f4336dc6dff5,The Cary Theater,info@thecarytheater.com,919-462-2051,https://www.thecarytheater.com,null,Cary,NC,null,US,"Historic downtown theater hosting concerts, films, and performing arts.",300,"[""original"",""covers""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
edded298-bd35-4601-b51c-2f7f40c276e3,Fridays on the Front Porch (Carolina Inn),events@carolinainn.com,919-918-2777,https://www.carolinainn.com,null,Chapel Hill,NC,null,US,Weekly outdoor concert series at historic Carolina Inn.,200,"[""singer songwriter"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
64193236-6848-4b90-817f-c61c140eb4a9,Amos' Southend,booking@amossouthend.com,704-377-6874,https://www.amossouthend.com,null,Charlotte,NC,null,US,Southend music venue and restaurant featuring regional and national acts.,500,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
ea448a41-3b00-4c14-a009-3a5e4791ab26,Evening Muse,info@eveningmuse.com,704-376-3737,https://www.eveningmuse.com,null,Charlotte,NC,null,US,Intimate listening room in NoDa featuring singer-songwriters and small acts.,150,"[""singer songwriter"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
4ca411f7-9a97-4dcc-8f32-b0c0a5b5782b,Neighborhood Theatre,booking@neighborhoodtheatre.com,704-358-9298,https://www.neighborhoodtheatre.com,null,Charlotte,NC,null,US,"Mid-sized venue in Charlotte's NoDa arts district. Has been a staple of the Charlotte music scene for decades, hosting touring and local acts.",1000,"[""rock"",""indie"",""metal"",""punk"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
7b44888e-26d4-4e46-b755-a619f7f05fcf,The Music Yard,booking@themusicyard.com,704-445-9273,https://www.themusicyard.com,null,Charlotte,NC,null,US,Outdoor music venue with covered stage and full bar.,400,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
8f4ee7e7-080a-4a1f-b523-581935a42730,Visulite Theater,info@visulitetheatre.com,704-358-9200,https://www.visulitetheatre.com,null,Charlotte,NC,null,US,Historic theater in Elizabeth neighborhood hosting concerts and events.,700,"[""original"",""rock"",""indie"",""alternative""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
28a1455a-18e0-44c6-af31-ce68c1e97c84,First Street Tavern,info@firststreettavern.com,null,https://www.firststreettavern.com,null,Clayton,NC,null,US,Local tavern featuring live music and community events.,150,"[""singer songwriter"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
833489c6-fe21-4a9f-a1ac-fafdbfa1dc54,Boatyard,events@boatyardlkn.com,704-896-9266,https://www.boatyardlkn.com,null,Cornelius,NC,null,US,Lakeside restaurant and bar with live music on the waterfront.,200,"[""covers"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
920b8d80-7929-4f26-8950-85c3c5bd9acd,Clouds Brewing,info@cloudsbrewing.com,919-682-2568,https://www.cloudsbrewing.com,null,Durham,NC,null,US,Downtown Durham brewery with regular live music and food options.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
9c1aaef3-fd5a-430b-9cbf-4eb937d0c959,Durham Beer Garden,info@durhambeergarden.com,null,https://www.durhambeergarden.com,null,Durham,NC,null,US,Outdoor beer garden with live music and rotating food trucks.,300,"[""singer songwriter"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
c825222c-2c19-4a8e-b830-0235cdd4435c,Glass Jug Beer Lab,events@glassjugbeerlab.com,919-680-8466,https://www.glassjugbeerlab.com,null,Durham,NC,null,US,Craft brewery in downtown Durham hosting live music and events.,150,"[""original"",""singer songwriter""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
404ed402-2ec3-4fdb-9ec5-9b94c8ea925d,Growler Grlz,info@growlergrlz.com,null,https://www.growlergrlz.com,null,Durham,NC,null,US,Craft beer bar and bottle shop with live music events.,100,"[""singer songwriter"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
6bc14caa-3495-4a0d-b2a3-07e81ab651ed,Motorco,artist@motorcomusic.com,919.901.0875,https://motorcomusic.com/,null,Durham,NC,null,US,"Premier music hall in Durham featuring multiple spaces including a showroom, garage bar, and outdoor patio. Full bar and restaurant with diverse programming.",400,"[""rock"",""indie"",""alternative"",""original""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
e523507d-26e2-421b-a4ef-ada338ed0cf9,The Streets at Southpoint (Music on Main),events@streetsatsouthpoint.com,919-572-8808,https://www.streetsatsouthpoint.com,null,Durham,NC,null,US,Outdoor concert series at shopping center featuring local and regional acts.,500,"[""original"",""covers""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
d1d04b23-709b-46e4-a8e2-fc395779a431,Zinchouse,info@zinchouse.com,(833) 494-9463,https://www.zinchouse.com/,null,Durham,NC,null,US,"Experience the best of the Triangle winery and brewery good times at ZincHouse, nestled on 87 acres of vineyards and treetop views, offering adults 21+a wide beverage selection of 400+ exquisite wines, our own ZincHouse and local brewery’s craft beers, and a robust offering of bourbon and cigars. The story of our farm and vision continues and grows in 2024!

Open Wednesday – Sunday and featuring live music and food trucks, ZincHouse is the best of good times in the Triangle. See our FAQs.

Step inside one of the three floors of our main building – the ZincHouse. Or sit on the Veranda near the vineyards and take in the beauty, Next door at the beautiful Pavilion, a music stage and the Z-House of Bourbon & Cigar Bar awaits. Two smoking verandas outside the back also feature firepits and the same captivating views. Our Carriage House, nestled in privacy, hosts public dinners, tastings and events.

Our calendar is updated monthly with our live music, food trucks, ticketed events and festivals.
Welcome to ZincHouse. The Triangle areas premier destination.",null,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
6d8354e1-5b8b-4490-a44b-64c1161aa055,Mason Jar Lager Company,events@masonjarlagers.com,919-552-0550,https://www.masonjarlagers.com,null,Fuquay-Varina,NC,null,US,Lager-focused brewery with outdoor space for live music.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
bb4ecd4e-cd58-4532-ba92-83bc6e2d7efa,Dirty Dan's Bar,booking@dirtydansbar.com,null,https://www.facebook.com/dirtydansbar,null,Greensboro,NC,null,US,Dive bar and music venue hosting local and touring acts.,250,"[""original"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
3d4696ac-e750-4e27-a41e-454f6eddab40,Flat Iron,booking@flatirongreensboro.com,null,https://www.flatirongreensboro.com,null,Greensboro,NC,null,US,Downtown Greensboro venue featuring local and regional music.,250,"[""original"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
4d123bd8-372e-42e5-8851-2b28cd407c9a,The Grand GSO,info@thegrandgso.com,336-272-4663,https://www.thegrandgso.com,null,Greensboro,NC,null,US,Historic theater in downtown Greensboro hosting concerts and events.,1000,"[""tribute"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
56b8be49-3427-4c85-a128-755c378c5fe0,AJ McMurphy's,info@ajmcmurphys.com,252-551-9627,https://www.ajmcmurphys.com,null,Greenville,NC,null,US,Irish pub and restaurant with live music on weekends.,250,"[""singer songwriter"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
1a336edc-758f-45d1-9676-0724cb88a269,Buccaneer Music Hall,booking@buccaneermusichall.com,null,https://www.buccaneermusichall.com,null,Greenville,NC,null,US,Mid-sized venue hosting national and regional touring acts.,700,"[""original"",""covers""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
313c31a1-4d73-40c0-9ff5-229c67879ea6,Pantana Bob's,info@pantanabobs.com,252-757-1777,https://www.pantanabobs.com,null,Greenville,NC,null,US,College town bar featuring live music and DJ nights.,350,"[""covers"",""rock"",""blues"",""country""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
78b13aa0-5659-4bea-b09d-aca633c01b0d,State Theatre,info@statetheatrenc.com,252-208-7779,https://www.statetheatrenc.com,null,Greenville,NC,null,US,"Historic theater hosting concerts, comedy, and special events.",500,"[""original"",""covers""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
2bde05f1-7e65-4177-85a6-80b4bd709422,Dirtbag Ales,events@dirtbagales.com,910-426-9016,https://www.dirtbagales.com,null,Hope Mills,NC,null,US,Craft brewery with outdoor space hosting live music and food trucks.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
1e9a9ca9-8246-48bd-8d86-81ba0669ab76,Baxter's 1892,info@baxters1892.com,252-638-5595,https://www.baxters1892.com,null,New Bern,NC,null,US,Historic restaurant and bar with live music in downtown New Bern.,150,"[""singer songwriter"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
ba5bb92d-5256-4208-90bc-1ff5d69f3fa7,The Brown Pelican,info@thebrownpelican.com,252-637-2525,https://www.thebrownpelican.com,null,New Bern,NC,null,US,Waterfront bar featuring live music and outdoor seating.,200,"[""singer songwriter"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
744ff280-1203-4348-8a14-8e8d930ca0f5,Drum and Quill,booking@drumandquill.com,null,https://www.drumandquill.com,null,Pinehurst,NC,null,US,Intimate venue in historic Pinehurst hosting singer-songwriters and small acts.,125,"[""singer songwriter"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
872e5188-ff92-46bd-bac7-3e5cb8d6fa57,BMC Brewing,events@bmcbrewing.com,919-533-9977,https://www.bmcbrewing.com,null,Pittsboro,NC,null,US,Craft brewery with live music and food truck events.,150,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
8395fa7b-9a94-4397-ac1d-2ceafa7e0265,Bowstring,booking@bowstringraleigh.com,919-803-0520,https://www.bowstringraleigh.com,null,Raleigh,NC,null,US,Intimate music venue in downtown Raleigh featuring singer-songwriters.,150,"[""singer songwriter"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
40cc6872-c4eb-44ba-80a2-e12e81be858c,Compass Rose Brewery,events@compassrosebrewery.com,919-803-2290,https://www.compassrosebrewery.com,null,Raleigh,NC,null,US,Craft brewery in North Raleigh with live music events.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
e98cbb9e-dd53-4b8b-b13a-54b59f951ae8,Gizmo Brew Works,events@gizmobrewworks.com,919-251-9381,https://www.gizmobrewworks.com,null,Raleigh,NC,null,US,Craft brewery in Five Points with regular live music.,200,"[""original"",""singer songwriter""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
70381293-1343-44bb-a432-efaa70939ee5,Kings,info@kingsraleigh.com,919-719-8611,https://www.kingsraleigh.com,null,Raleigh,NC,null,US,Downtown Raleigh venue and restaurant featuring live music and DJ nights.,600,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
88cc8f0d-41d5-4d8d-8a5c-148d03de76a5,Lincoln Theatre,info@lincolntheatre.com,919-821-4111,https://www.lincolntheatre.com,null,Raleigh,NC,null,US,Historic theater in downtown Raleigh featuring diverse programming from concerts to comedy. Beautifully restored venue with excellent acoustics and classic architecture.,700,"[""rock"",""indie"",""folk"",""jazz"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
1c344467-6d2f-4d03-a709-347d08f0f0a9,Raleigh Brewing Company,events@raleighbrewingcompany.com,919-803-7887,https://www.raleighbrewingcompany.com,null,Raleigh,NC,null,US,Craft brewery with outdoor beer garden hosting live music.,300,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
09e9a0a1-d663-43cc-afe6-11d9391b2cfb,Tap Yard,events@tapyardraleigh.com,null,https://www.tapyardraleigh.com,null,Raleigh,NC,null,US,Outdoor beer garden and event space with live music.,400,"[""covers"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
ca9ed90b-157e-4b0a-9838-d46453ea466d,New Belgium Brewing,null,828-333-6900,https://www.newbelgium.com/visit/asheville,21 Craven Street,Asheville,NC,28806,USA,"Large brewery along French Broad River in River Arts District, regular live music events.",300,"[""Rock"",""Folk"",""Americana"",""Bluegrass""]",brewery,Free 90-minute brewery tours require reservations.,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
f19f5157-c28c-49a9-a3d5-43f0b0cfb6df,The Pour House,booking@thepourhousemusichall.com,919-821-1120,https://www.thepourhousemusichall.com,null,Raleigh,NC,null,US,"Iconic Raleigh music venue operating since 1993. Known for hosting both emerging and established artists across rock, indie, and alternative genres. Features a full bar, stage, and intimate atmosphere.",600,"[""rock"",""indie"",""alternative"",""punk"",""original""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
ea78c632-2e45-49c1-9341-c72bd1c2f3c4,Tin Roof,raleigh@tinroof.com,919-747-4930,https://www.tinroof.com/raleigh,null,Raleigh,NC,null,US,Live music venue and restaurant featuring local and touring acts.,500,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
8148acde-4e35-4503-8e59-cb2cdcc9f653,Transfer Co Ballroom,booking@transfercoballroom.com,919-900-5070,https://www.transfercoballroom.com,null,Raleigh,NC,null,US,"Stunning historic ballroom venue in downtown Raleigh. Features soaring ceilings, elegant architecture, and hosts concerts, weddings, and special events.",900,"[""rock"",""indie"",""electronic"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
f1b512d7-c9cd-4d6f-954e-ea207dd471cb,Westin Raleigh (Rooftop),events@westinraleigh.com,null,https://www.marriott.com/hotels/travel/rduwi-the-westin-raleigh-durham-airport-brier-creek,null,Raleigh,NC,null,US,Rooftop venue at downtown Westin hotel with live music events.,200,"[""singer songwriter"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
dc0c076b-3222-4365-ad15-91f82ae173be,Whiskey Rose,booking@whiskeyroseraleigh.com,null,https://www.whiskeyroseraleigh.com,null,Raleigh,NC,null,US,Dive bar in downtown Raleigh hosting local and touring rock acts.,250,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
456a3926-3155-4dc7-a939-4e2951c19a52,Rocky Mount Mills,events@rockymountmills.com,252-883-1140,https://www.rockymountmills.com,null,Rocky Mount,NC,null,US,Historic mill complex hosting concerts and community events.,500,"[""singer songwriter"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
1172535d-c2ce-4af7-8658-8fbd3f5fef29,Lonerider Brewing,events@loneriderbeer.com,919-442-4699,https://www.loneriderbeer.com,null,Wake Forest,NC,null,US,Large craft brewery with outdoor stage and event space.,300,"[""original"",""covers""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
f193e671-63cb-428c-8d03-838222938e17,Real McCoy's,info@realmccoyswf.com,null,https://www.realmccoyswf.com,null,Wake Forest,NC,null,US,Bar and grill featuring live music on weekends.,200,"[""covers"",""rock"",""blues"",""country""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
3c32d910-3550-4307-86cb-e4aa58a9edcd,White Street Brewing,events@whitestreetbrewing.com,919-570-9700,https://www.whitestreetbrewing.com,null,Wake Forest,NC,null,US,Downtown Wake Forest brewery with live music and food trucks.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
38376475-fdf2-423c-b8b9-518cb6ac7a24,Backwater Jacks Tiki Bar and Grill,info@backwaterjacks.com,252-975-1828,https://www.backwaterjacks.com,null,Washington,NC,null,US,Waterfront tiki bar with live music and outdoor seating.,200,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
1c55bdce-bb4a-4251-a7c7-ce0756c834c9,The Mulberry House,info@themulberryhousenc.com,null,https://www.themulberryhousenc.com,null,Washington,NC,null,US,Historic restaurant featuring live music in downtown Washington.,125,"[""singer songwriter"",""rock"",""indie"",""alternative"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
12dcd823-5aa5-420d-8b72-ad6516246d3f,Bearded Bee Brewing,events@beardedbeebrewing.com,919-404-9663,https://www.beardedbeebrewing.com,null,Wendell,NC,null,US,Craft brewery with outdoor space hosting live music events.,200,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
6af4038a-fe49-4911-9c66-8cd8df469286,The Ramkat,booking@theramkat.com,336-793-0700,https://www.theramkat.com,null,Winston-Salem,NC,null,US,Premier music venue in Winston-Salem hosting national and regional acts.,900,"[""original"",""rock"",""indie"",""alternative""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
dab1217f-f3d1-4f6a-9b1e-9bed83a2ab25,Ziggy's,booking@ziggysrocks.com,336-480-8326,https://www.ziggysrocks.com,null,Winston-Salem,NC,null,US,Legendary Winston-Salem venue featuring rock and alternative music.,700,"[""original"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
41d3a190-c93d-4abb-8f19-b3b0f093969b,The Funkatorium,funkatorium@wickedweedbrewing.com,828-552-3203,https://www.wickedweedbrewing.com/location/funkatorium,147 Coxe Avenue,Asheville,NC,28801,USA,"Wicked Weed's sour and funky beer dedicated taproom in South Slope, East Coast's first sour beer taproom.",150,"[""Jazz"",""Funk"",""Soul""]",brewery,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
21765da1-dd45-431d-9ac7-15ca57344d34,One World Brewing West,null,828-575-9992,https://oneworldbrewing.com,520 Haywood Road,Asheville,NC,28806,USA,"West Asheville brewery with spacious outdoor stage, seating, and bar area.",200,"[""Rock"",""Folk"",""Bluegrass""]",brewery,null,@oneworldbrewing,https://www.facebook.com/oneworldbrewingwest,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
db0d096b-f709-4274-880b-2c8ab08f92e0,Pisgah Brewing Company,null,null,https://www.pisgahbrewing.com,null,Black Mountain,NC,28711,USA,"Brewery with indoor taproom stages and outdoor concert venue, extensive event programming.",500,"[""Bluegrass"",""Rock"",""Jam Bands"",""Folk""]",brewery,Currently booking for 2025 outdoor Spring & Summer concerts.,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
d158895b-8f30-47b1-b57b-4569a6f1e45e,Biltmore Winery,null,null,https://www.biltmore.com/visit/winery,null,Asheville,NC,28803,USA,"America's most visited winery on Biltmore Estate, live music on Scholar's Walk and Friday afternoons.",300,"[""Jazz"",""Classical"",""Folk""]",winery,40th Anniversary in 2025. Open 365 days a year.,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
1ea19d26-eac4-4257-8d39-4be4795f3e2c,Bourgie Nights,wilmington.unplugged@gmail.com,910-763-5252,null,127 Princess Street,Wilmington,NC,28401,USA,Intimate listening room lounge hosting traveling and local musicians.,100,"[""Folk"",""Jazz"",""Blues"",""Singer-Songwriter""]",venue,null,null,https://www.facebook.com/bourgienights,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
371d6470-e714-4a9e-93d0-db4c34a6d80b,Reggie's 42nd Street Tavern,null,null,null,1415 S 42nd Street,Wilmington,NC,28403,USA,Live music venue with full bar and dance floor in heart of Wilmington.,200,"[""Rock"",""Blues"",""Country""]",bar,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
a7839169-78ef-48ab-bf07-207074bb8fe2,Dead Crow Comedy Room,null,null,https://www.deadcrowcomedy.com,511 N 3rd Street,Wilmington,NC,28401,USA,"Comedy room sharing space with Lush Garden Bar, relocated to Third Street in 2021.",150,"[""Comedy""]",other,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
